ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
4720,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Electronics,Television,medium
4721,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Electronics,Television,high
4722,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Electronics,Television,high
4723,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Electronics,Television,high
4724,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Electronics,Television,high
4725,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Electronics,Television,urgent
4726,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Electronics,Tablet,low
4727,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Electronics,Tablet,medium
4728,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Electronics,Tablet,medium
4729,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Electronics,Tablet,medium
4730,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Electronics,Tablet,high
4731,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Electronics,Tablet,high
4732,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Electronics,Tablet,high
4733,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Electronics,Tablet,high
4734,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Electronics,Tablet,urgent
4735,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Electronics,Headphone,low
4736,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Electronics,Headphone,medium
4737,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Electronics,Headphone,medium
4738,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Electronics,Headphone,medium
4739,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Electronics,Headphone,high
4740,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Electronics,Headphone,high
4741,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Electronics,Headphone,high
4742,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Electronics,Headphone,medium
4743,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Electronics,Headphone,urgent
4744,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Electronics,DSLR Camera,low
4745,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Electronics,DSLR Camera,medium
4746,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Electronics,DSLR Camera,medium
4747,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Electronics,DSLR Camera,medium
4748,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Electronics,DSLR Camera,high
4749,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Electronics,DSLR Camera,high
4750,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Electronics,DSLR Camera,high
4751,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Electronics,DSLR Camera,high
4752,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Electronics,DSLR Camera,urgent
4753,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Appliances,Refrigerator,low
4754,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Appliances,Refrigerator,medium
4755,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Appliances,Refrigerator,medium
4756,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Appliances,Refrigerator,medium
4757,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Appliances,Refrigerator,high
4758,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Appliances,Refrigerator,high
4759,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Appliances,Refrigerator,high
4760,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Appliances,Refrigerator,high
4761,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Appliances,Refrigerator,urgent
4762,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Appliances,Washing Machine,low
4763,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Appliances,Washing Machine,medium
4764,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Appliances,Washing Machine,medium
4765,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Appliances,Washing Machine,medium
4766,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Appliances,Washing Machine,high
4767,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Appliances,Washing Machine,high
4768,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Appliances,Washing Machine,high
4769,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Appliances,Washing Machine,high
4770,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Appliances,Washing Machine,urgent
4771,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Appliances,Microwave Oven,low
4772,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Appliances,Microwave Oven,medium
4773,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Appliances,Microwave Oven,medium
4774,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Appliances,Microwave Oven,medium
4775,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Appliances,Microwave Oven,high
4776,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Appliances,Microwave Oven,high
4777,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Appliances,Microwave Oven,high
4778,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Appliances,Microwave Oven,high
4779,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Appliances,Microwave Oven,urgent
4780,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Appliances,Air Conditioner,low
4781,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Appliances,Air Conditioner,medium
4782,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Appliances,Air Conditioner,medium
4783,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Appliances,Air Conditioner,medium
4784,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Appliances,Air Conditioner,high
4785,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Appliances,Air Conditioner,high
4786,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Appliances,Air Conditioner,high
4787,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Appliances,Air Conditioner,high
4788,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Appliances,Air Conditioner,urgent
4789,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Appliances,Water Purifier,low
4790,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Appliances,Water Purifier,medium
4791,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Appliances,Water Purifier,medium
4792,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Appliances,Water Purifier,medium
4793,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Appliances,Water Purifier,high
4794,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Appliances,Water Purifier,high
4795,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Appliances,Water Purifier,high
4796,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Appliances,Water Purifier,high
4797,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Appliances,Water Purifier,urgent
4798,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Appliances,Oven Toaster Grills (OTG),low
4799,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
4800,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
4801,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Appliances,Oven Toaster Grills (OTG),medium
4802,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Appliances,Oven Toaster Grills (OTG),high
4803,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Appliances,Oven Toaster Grills (OTG),high
4804,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Appliances,Oven Toaster Grills (OTG),urgent
4805,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
4806,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
4807,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Men/Women/Kids,T-Shirt,low
4808,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Men/Women/Kids,T-Shirt,medium
4809,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Men/Women/Kids,T-Shirt,high
4810,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Men/Women/Kids,T-Shirt,medium
4811,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Men/Women/Kids,T-Shirt,high
4812,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Men/Women/Kids,T-Shirt,high
4813,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Men/Women/Kids,T-Shirt,high
4814,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Men/Women/Kids,T-Shirt,high
4815,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Men/Women/Kids,T-Shirt,urgent
4816,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Men/Women/Kids,Jeans,low
4817,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Men/Women/Kids,Jeans,medium
4818,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Men/Women/Kids,Jeans,medium
4819,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Men/Women/Kids,Jeans,medium
4820,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Men/Women/Kids,Jeans,high
4821,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Men/Women/Kids,Jeans,high
4822,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Men/Women/Kids,Jeans,high
4823,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Men/Women/Kids,Jeans,high
4824,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Men/Women/Kids,Jeans,urgent
4825,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Men/Women/Kids,Shoes,low
4826,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Men/Women/Kids,Shoes,medium
4827,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Men/Women/Kids,Shoes,medium
4828,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Men/Women/Kids,Shoes,medium
4829,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Men/Women/Kids,Shoes,high
4830,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Men/Women/Kids,Shoes,high
4831,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Men/Women/Kids,Shoes,high
4832,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Men/Women/Kids,Shoes,high
4833,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Men/Women/Kids,Shoes,urgent
4834,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Men/Women/Kids,Toy,low
4835,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Men/Women/Kids,Toy,medium
4836,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Men/Women/Kids,Toy,medium
4837,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Men/Women/Kids,Toy,medium
4838,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Men/Women/Kids,Toy,high
4839,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Men/Women/Kids,Toy,high
4840,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Men/Women/Kids,Toy,high
4841,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Men/Women/Kids,Toy,high
4842,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Men/Women/Kids,Toy,urgent
4843,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Men/Women/Kids,Backpack,low
4844,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Men/Women/Kids,Backpack,medium
4845,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Men/Women/Kids,Backpack,high
4846,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Men/Women/Kids,Backpack,medium
4847,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Men/Women/Kids,Backpack,high
4848,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Men/Women/Kids,Backpack,high
4849,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Men/Women/Kids,Backpack,high
4850,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Men/Women/Kids,Backpack,high
4851,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Men/Women/Kids,Backpack,urgent
4852,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,less,Men/Women/Kids,Wrist Watch,low
4853,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,medium,Men/Women/Kids,Wrist Watch,medium
4854,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,neutral,high,Men/Women/Kids,Wrist Watch,medium
4855,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,less,Men/Women/Kids,Wrist Watch,medium
4856,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,medium,Men/Women/Kids,Wrist Watch,high
4857,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,negative,high,Men/Women/Kids,Wrist Watch,high
4858,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,less,Men/Women/Kids,Wrist Watch,high
4859,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,medium,Men/Women/Kids,Wrist Watch,high
4860,Login and Account,Mobile Number and Email Verification,Changing the email ID linked to the account,frustrated,high,Men/Women/Kids,Wrist Watch,urgent
4861,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Electronics,Laptop,low
4862,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Electronics,Laptop,high
4863,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Electronics,Laptop,medium
4864,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Electronics,Laptop,medium
4865,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Electronics,Laptop,high
4866,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Electronics,Laptop,high
4867,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Electronics,Laptop,high
4868,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Electronics,Laptop,high
4869,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Electronics,Laptop,urgent
4870,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Electronics,Mobile,low
4871,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Electronics,Mobile,medium
4872,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Electronics,Mobile,medium
4873,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Electronics,Mobile,medium
4874,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Electronics,Mobile,high
4875,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Electronics,Mobile,high
4876,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Electronics,Mobile,high
4877,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Electronics,Mobile,high
4878,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Electronics,Mobile,urgent
4879,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Electronics,Television,low
4880,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Electronics,Television,medium
4881,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Electronics,Television,medium
4882,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Electronics,Television,medium
4883,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Electronics,Television,high
4884,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Electronics,Television,high
4885,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Electronics,Television,high
4886,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Electronics,Television,high
4887,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Electronics,Television,urgent
4888,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Electronics,Tablet,low
4889,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Electronics,Tablet,medium
4890,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Electronics,Tablet,high
4891,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Electronics,Tablet,medium
4892,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Electronics,Tablet,high
4893,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Electronics,Tablet,urgent
4894,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Electronics,Tablet,high
4895,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Electronics,Tablet,high
4896,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Electronics,Tablet,urgent
4897,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Electronics,Headphone,low
4898,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Electronics,Headphone,medium
4899,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Electronics,Headphone,medium
4900,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Electronics,Headphone,medium
4901,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Electronics,Headphone,high
4902,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Electronics,Headphone,high
4903,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Electronics,Headphone,high
4904,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Electronics,Headphone,high
4905,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Electronics,Headphone,urgent
4906,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Electronics,DSLR Camera,low
4907,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Electronics,DSLR Camera,medium
4908,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Electronics,DSLR Camera,medium
4909,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Electronics,DSLR Camera,medium
4910,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Electronics,DSLR Camera,high
4911,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Electronics,DSLR Camera,high
4912,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Electronics,DSLR Camera,high
4913,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Electronics,DSLR Camera,high
4914,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Electronics,DSLR Camera,urgent
4915,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Appliances,Refrigerator,low
4916,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Appliances,Refrigerator,high
4917,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Appliances,Refrigerator,medium
4918,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Appliances,Refrigerator,medium
4919,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Appliances,Refrigerator,high
4920,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Appliances,Refrigerator,high
4921,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Appliances,Refrigerator,medium
4922,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Appliances,Refrigerator,high
4923,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Appliances,Refrigerator,urgent
4924,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Appliances,Washing Machine,low
4925,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Appliances,Washing Machine,medium
4926,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Appliances,Washing Machine,medium
4927,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Appliances,Washing Machine,medium
4928,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Appliances,Washing Machine,high
4929,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Appliances,Washing Machine,high
4930,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Appliances,Washing Machine,high
4931,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Appliances,Washing Machine,medium
4932,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Appliances,Washing Machine,urgent
4933,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Appliances,Microwave Oven,low
4934,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Appliances,Microwave Oven,medium
4935,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Appliances,Microwave Oven,medium
4936,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Appliances,Microwave Oven,medium
4937,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Appliances,Microwave Oven,high
4938,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Appliances,Microwave Oven,high
4939,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Appliances,Microwave Oven,high
4940,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Appliances,Microwave Oven,high
4941,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Appliances,Microwave Oven,urgent
4942,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Appliances,Air Conditioner,medium
4943,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Appliances,Air Conditioner,medium
4944,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Appliances,Air Conditioner,medium
4945,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Appliances,Air Conditioner,medium
4946,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Appliances,Air Conditioner,high
4947,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Appliances,Air Conditioner,high
4948,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Appliances,Air Conditioner,high
4949,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Appliances,Air Conditioner,high
4950,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Appliances,Air Conditioner,urgent
4951,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Appliances,Water Purifier,low
4952,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Appliances,Water Purifier,medium
4953,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Appliances,Water Purifier,medium
4954,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Appliances,Water Purifier,medium
4955,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Appliances,Water Purifier,high
4956,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Appliances,Water Purifier,high
4957,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Appliances,Water Purifier,urgent
4958,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Appliances,Water Purifier,high
